title,artist,spotify_id,lyrics,bpm,energy,danceability,loudness,valence
WONDER,ASH ISLAND,3nW7zEVZamOeAYnWp5LqVh,"You are like a fire
네 눈빛이 잊혀지질 않아서
너와 난 도대체 우연이 뭐길래
왜 다른 사람들 같이 만나지를 못해
I'm just sayin bout love
나의 생각도 들어보지도 않은 채로 가지 넌
I will say no more
화가 나다가도 너의 눈으로 내 심장을 녹이지 넌
I don't know why 하필 우리는 왜
만났을까 그 많은 사람 속에서
You got me drivin' crazy
I don't fuckin' care, 일단 먼저 우리 집으로 갈래

우리 만남은 연기 같아
차가운 방향으로 가니까
Shall we walk outside (No, no girl)
거짓말 아까 너도 날 쳐다봤잖아
I don't wanna waste time
I copped a new car
태워줄게 원하면 내 손을 잡아
다 내게 맡겨 해가 뜨기 전까지
'Cause I don't wanna waste time
안 해도 돼 생각 damn
어차피 넌 내가 아니어도 괜찮다는 말은 왜
You got me drivin crazy
I don't fuckin' care, 일단 먼저 우리 집으로 갈래",155.008,0.985,0.449,-2.508,0.296
MIDNIGHT SKY,ASH ISLAND,2edpFQH2dVevhKbJyRQPLi,"일어나
버릇같이
너에게 온 연락을 봐
근처에 있는 것 같아
익숙해진 걸까 나
But the truth is you're not on this side
I miss you bad, you're on my mind
전화를 또 걸어본다
한 번 보러 가볼까

도착할 거 같아 아침까진
밤은 길고 여긴 마치
Lost in your galaxy (Ooh)
Way to see my destiny (Ooh, yeah)
It's true, I miss you every night
Every second, every time
전화가 걸려 온다
Maybe this time, I'll see your eyes",109.976,0.805,0.699,-5.535,0.232
"PUBLIC ENEMIES (Feat. OSUN, Iyaan, Jeffrey White, Raf Sandou)",Sik-K,6TUuxnabfrlNbFi0FJSz5G,"Uh, yeah, yeah
돈 채워, 마음 비워
긴장 풀어, 밑으로 기어
생각했던 거보다 쉽네
삼만 불러, 딜 하나 띄워
What you got, I got fever
Run that shit up, 내 뒤에 neo
Fake-ass, tryna hop on that Beamer
내 새끼들 빼고 안 줘
후려쳐봐 나머지
줘도 안 먹어, 네 집 개 줘
난 떡 하나 주면 안 잡아먹지
담배 피우던 시절은 버려
잘나가는 알라도
뱀새끼 걸렸다가 족쳐
바짓가랑이 찢길라 해도

Yeah, 소원을 빌었지 어릴 적
We smoking time like we always young
평생을 어릴 것처럼 굴었어
우린 집 앞 mart에서
사곤 했어 폴라포랑 빵
외상값은 give a toss to my mom
Vice City Tommy처럼
Reset해 처음처럼 나의 life, what
Steroid rage 올 거 같아
너의 face, 가려 늦기 전에 (Yeah)
나 좀 도와달라고 물었지
그에 대한 너의 대답은, mm-mm
내 야망을 cannot understand
일점오년 동안 dopamine detox
Yeah, I got no label on my table
털어 먼지, oh-oh

She tryna keep airplane mode, huh
Shawty still wanna play more, huh
Party gon' wild for the night
Dеstroy this thing up like a claymore, huh
Babe knows what's hеr asset
Why you see me with the same set?
Can't even see where's the stains at?
Already on the freakin' next thing
Next thing, next stage
We on a POV van then
Hold that sit up, living like vacay, still laid back
Tied up with a session cascade
왜 이렇게 다 작업을 할라 들어?
짜식들 작업을 할라 들어
제발 좀 그만 좀 달라붙어
못 놀 거면 그대로 나가주렴

(Squad) Huh, huh, yuh
Ice, I put OKA on my chain
Mister Buster 하나만 패
Bling, I kissed it, I do my dance, bass go bang like (Bang)
Ayy, 난 가져와 all of that purple baguettes
빵에 넌 들어가 like that baguette
I do what I want, 나는 절대 안 빼
내 fashion 아니야 from Korea, babe
Huh, huh, huh
Straight to Japan (Woah)
Yo, yuh, yo
I say back it again
Pullupboi gon' turn 찍었어 HENZ
Pullupboi gon' turn 찢었어 bass (Alright)
Okay, my fit lookin' too fresh
Huh, boy, check out my swag",156.436,0.612,0.623,-8.698,0.374
"PUBLIC ENEMY (Feat. Roh Yun Ha, Wuuslime)",Sik-K,0k4IMjv3mF9LlphfeG8ZjA,"Thank god, 나는 역시 너무 talented
Fuck your fan club, 내 fan들은 안 해 갈라치기
안 통해 땡깡, 아주 어려, 매 널 지켜봐도 너는 될까
말까 한 수준인데 또 얕은수를 생각
야생이라던 네 친구들은 돌고래인가 봐?
Trapper인 양 왼쪽 어깨에만 둘러멘 가방
Huh, 안에 들어있는 건 보조배터리잖아
십만 원밖에 안 들은 체크카드, 괜찮아 brother, uh, ah

Yo, 씬이 어쩌고 또 저쩌고
몸으로 흐름을 체감해 거꾸로
너희들이 쳐 놓은 벽 넘어 난 파쿠르
이 지랄 만들어 놓은 새끼들 데리고 와 내 앞으로
별 도움 안 돼 네 shout out
더 막 대해도 되겠어 함부로
나 더 이상 눈 안 깔아
네가 올려다봐야지, everybody type of us
(Oh) Still by my side, Wuuslime
꼬레아노 South side
허락 안 해 반말, huh (Yuh), uh
여기서 돈 버는 거 간단해
우리 하는 것들 반만 해봐 봐
That your prime time

#Backinstyle, I'ma gon' smoke you up
이거 아니야 shisha
이십사시간 잠은 뒤져서나
자고 내 시간은 비싸
I put my life on the line
살다 보니 가려 이 사람 저 사람
다 보여 얘는 bitch boy type
쟤는 pussy boy type 잘 가려 해서 가려해 식사
유재하 peace of mind
Bounce back 기적 같아, I feel blessed
신경 쓰지 말고 네 것 잘 팔아
무서워 늦바람 와리가리 too much
맞아 talk is cheap 그 입 닫아
밤바리, two-seat undercover
철없게 안 해 이런 자랑
정말로 난 신경도 안 써
이 바닥 I'm out of your sight, 이거 봐봐",150.018,0.968,0.576,-2.078,0.261
PLAYER (feat. Crush),Sik-K,0aKxRmN8Dv6KAWuYwLbKim,"왜 폰만 만져?
다 보여 고민하고 있는 거 이 바보야
나라면 뭐 하냐면서 뭐 한 번, 두 번, 세 번쯤은
두드리겠지 계속 또
무르익겠지, like 100도?
물음표는 어느새 zero
넌 이젠 알겠니 좀?

Um
밤은 너무 시끄러워
별의 별의 별의 말들이 돌아 네게 소문을 내러 와
의심은 해로워
I ain't playin' no more
너만 알고 싶은 게 있음
내게로 와
내가 위험해 보여? 다칠까 봐?
그래 한때는 막살았지만, 이젠 아냐
책임질 게 많은 것은 죄가 아냐",170.02,0.839,0.617,-5.192,0.846
LALALA (Snitch Club),Sik-K,4F8e1uEGDoefb784hyp6Et,"윗도리는 Margiela, Thug Club 절대 안 입어 (안 입어)
하남자로 만들어버리는 suck my dick, panty는 burn it up (Burn it up)
좆같은 기분 팔-이-오 (팔-이-오), 광복된 것처럼 흔들어
코 그만 훔쳐 약사들 앞에서 대답해, 이 병신이 뜸 들여
눈치 없는 새끼, 귀여운 새끼, 지겨운 새끼, 겁쟁이
Bitch 새끼, snitch 새끼, thug 인 척하는 영민이 새끼
없지 애미, 멋쟁이, 여자 패지 마치 지 애비
Authentic한 내 친구들과 이제 볼일 없겠지

Michael Jaejoon Kim with me, 우린 물어봐, who are you?
마지막이야 나가 뒤지기 싫으면 권지율도
No friends in this industry의 진짜 뜻을
너가 알 때쯤 날 찾아와 꿇겠지 무릎을

No, no, 맨입으로 안 돼
예의 바르게 suck my dick
GOAT호소인 새끼 결국 뒤졌잖아, don't fuck with Sik
알잖아 6MAFIA 난 끝까지 가, you already know
어차피 마지막에는 흥얼대고 있겠지
내가 you already know",92.488,0.924,0.629,-1.136,0.105
party (SHUT DOWN),Sik-K,1ihIXI2MVklmJdPvIUxExZ,"If I die tomorrow, 식장은 party로 바꿔
너무 울지마, 눈물까지 가지고 가면
조금 빨리 잊혀질걸 알어
하지만 tho I’m gone
난 음악 속에서 여전히 살어, hey
우리 엄마 아빤 싸우지도 않고
두 번 다시 사랑 앞에 까불지도 않고
나는 그냥 누워 쉴래 그 땐
즐길 수 있을거 같아
눈 감고서야 good day

멍청이들아 왜 울먹거려
Just grab another bottle
니네 아직 덜 먹어서그래
전 여친은 부르지마, 지옥갈거같아
날 더 미워할걸 아마
불효자가 되서 눈을 감아
이틀동안 내 앨범 순서대로 straight
계속 돌려줘, 계속 틀어, 더 크게
Yeah, 내가 누운 관 뚜껑을 덮을 땐
돈다발을 가득 채워줘, Goyard duffel bag에",97.013,0.799,0.829,-5.389,0.471
"M.I.A (feat. HAON, JMIN)",Sik-K,0kkWU02BFaQXlEkaxY2DPD,"정답이 뭐야? I'm wondering
정답이 있는 거야? 털려, 어이
그때부터 너도 내가 좋았는지
Mingle, 찰싹, sex
그 후에는 뭐 내 욕하든지?
내기해 분명 넌 나한테 아무 얘기해
Like 밥이나 먹자고 연락해
생각하고 있겠지 넌 나의 나체를
Woo, woo, woo

너의 전화, 놀러 오란 말에
빈손으로 가긴 뭐해서 사 온 Ferrero Rocher
너의 고맙다는 말은 번개 같았고
바로 본론으로 넘어가길 원해
이럴 거면 영화는 왜 틀어놓은 건데?
You got me speechless
네 테두리 안에 난 딱 맞아떨어지네
그녀는 너무 잘해 Tetris
돌리는 솜씨가 허리와 동기화 되어있지, 너와 나의 케미스트리
New memory 기록해 매일 밤
속으론 언제나 counting 3
최선을 다해 resisting
For you I can go M.I.A
Ok girl, you made me saying that
난 무시를 못 해 네가 가면을 벗어던질 땐
Is it alright? 너도 원한다는 걸 알아 babe",84.912,0.685,0.534,-6.082,0.445
DARLING,Sik-K,67Nn0OgNZ31s7iEx9UmpEO,"하나, 둘, 셋, 또 넷
Timing을 자꾸 뭘 세
오늘 밤이 아니어도 돼
네가 딴 사람과 밖이어도 돼
날이 아니잖아 오늘만
가만히 있을게, 그럼 중간은
가있을 테니까, see you then
아무 이유 없이 내가 미울 땐
Tell me why you sad
And tell me why you bad
I am with it I can fix it
더 친해지길 바래
너도 시간 되면 미리 말해

You know we made for each other
Gotta be worth it
The way you touch
하루 수백 번도 널 찾아
Truly I'm falling in love
한 번도 빠져본 적 없던 것처럼
Don't give a fuck what they say, 넌 내 집이니까
같이 있을 땐 want you to stay, 시간이 미우니까
사랑 노래만 하루 종일 듣고 싶으니까
So that's why I wanna call you my

Tho' you workin' 9 to 5
뾰루퉁해, 내 말투만
그런 거야, it's alright
Good night, babe
어딘가에 있을까
만약 있다면 지금 난
많아 하고 싶은 말
Tonight",96.06,0.686,0.71,-4.926,0.483
iffy (Prod. GroovyRoom),Sik-K,4q9JLlC3HIhN4CDC6KlpYK,"Hit my line, yeah
눈더미같이 쌓인 일들은 Himalaya
난 얼마나 더 많이 또 일을 해야
사람들은 잊지 않을까
내 이름 세 글자를 덕분에 우린
하루 두 번의 아침 해를 봐 늘
다 집어 쳐 오늘 밤 we party
난 다 미뤘어 오랜만에 we mobbin'
계획을 바꿀래 갑자기
Yeah, bottles' poppin'
내 새로운 노래가 rockin' on the speaker
사진 찍고 싶어
Yeah, just take a picture
Yeah, yeah, yeah, yeah
Feelin' all this liquor, drinkin' all this liquor
Yeah, yeah, yeah
Yeah, yeah, yeah, yeah
한 방울 방울 방울도 남기지 말고
오늘 밤을 밤을 밤을 넌 아끼지마
너가 데려온 친구들 전부 세워놓고
음악 볼륨을 키워 더
천장을 뚫어버릴 정도로

Poppin' tags for tonight, yeah
Meet up extra early, get it started, yeah
올 거면 미리 내게 말을 해
I don't recognize your friend's face
소개시켜줘 나랑 놀게
원하면 함께 chillin'
내 폰은 백 퍼센트 전화해 tonight
Yeah, I'm finna represent, we H1GHR 음악
오늘 파티엔 멋진 옷들로만
몸에 걸친 상태로 오면 돼
Take pics for instagram
Lookin' like them 절친 (Snap, snap)
Snap, snap, ooh, snap, snap, ooh
맘에 든 애를 뺀 (Ayy)
Snap, snap, ooh, snap, snap
나머진 태그 안 해도 돼
잊어봐 내일은 싹 다 뒤로 미뤄 내
싹 다 뒤로 미뤄 내 싹 다 뒤로 미뤄야 눈앞을 즐기지
오늘은 놀 거야 미친 듯이
하루만 허락해
We down for the night, ooh
Bass bumpin' right, ooh
I done lost count, ooh
We don't rap alike, nah
We don't flex alike, nah

Yeah, yeah, uh
내 옆엔 기분 좋은 사람 기분 좋은 vibes, yeah
난 요트를 타고 있어 기분 좋은 life, yeah
어디 어디 갈까 오늘 오늘밤, yeah
도착지는 space, see me in the stars, yeah
난 연락이 와 전화가 와
내 목소리 듣고 싶대, eh
내 party로 와 술자리 있다고
받은 수 많은 초대, ayy
But I'd rather be with you
우리 둘이 먹는 술
취하면 훨씬 느낌 좋아 좋아
음악 틀어 make the mood
Ayy, we take it H1GHR every day
큰 목걸이 하나 하는 거 보다는 19개
하나에 500만원이면
Yeah, 한번 계산해
500만원 x 19
That means I'm getting paid, yeah
Riding everyday, yeah
손을 모아 pray, yeah, yeah
나름 겸손해, yeah, 난 너무 감사해, yeah
민식아 준원아 빵 터질 필요 없어
꾸준히만 하면 돼
Yeah, let's get it",86.984,0.771,0.858,-4.934,0.589
BETTER,Sik-K,3VOQmwJWqFysoX5mig7sQb,"도미노같이 쓰러지겠어
피하라고 말해 머리에선
내 감정은 죽여 널 위해서
거울 속에 나랑 적이 됐어
상처를 주려고 했겠니?
내 전부를 주는데 baby
널 아끼기만 하는데
난 왜 망치기만 하는데 baby

난 또 폼이 안 나, 넌 귀찮아해
자꾸 간다 그래 뻑하면
이해가 안 가, 방금 전까지
좋았지 않아?
트집 잡아, 이제 척하면
나도 알아
이해한다 안 한다
이게 맞나, 안 맞나?",104.988,0.187,0.662,-9.003,0.233
TRAP (feat. Jimmy Paige),Sik-K,2BJzz3Zfl6pPXYksd7I01C,"내 상태 gotta call 911, 대신 whip a 911
뭘 또 하고 싶을지 알 리가 있나
내가 마흔이 되면
이 루틴에 중독이 된 지 오래인가
아직 마흔이 되려면 10년
인생은 한 번이 맞냐고 정말?
I think it’s a twice time
You should come and try mine
알 거 같아 아니 알아버리고 있는 거 같아
돈이 예술을
예술이 숫자랑 있는 거 같아
Illuminati에서 나한테 곧 연락해
“자리 비는 거 같아”
라고 할 거 같아
망상 it’s a trap
상상 it’s a trap
실현시킬 수 있는지 제발 말해줘 다음번에
Brother 허세 it’s a trap
너의 어제 it’s a trap
실수했다면 네 가면 제발 벗어줘
Don’t blame on 네 여자친구
너가 지켜야지 너의 명분
이라면 난 너랑 친구 못 해 먹어
'Cause 내 친구들은 다 달고 다니지 pepper
넌 친구들이랑 체념하고 말해야 알지
랩퍼인지도
네 인지도

This rap shit, it’s a trap
My rhyme scheme, it’s on crack
My lines be hittin' so hard
They geekin' out loud, it’s ear cocaine
보낼 때 얘네 이름 없게 해
짭새들은 됐거든 올빼미
If the gas turn into a case, then
I'ma blow it up like fuckin' propane
나는 너의 눈물이 매주 묵주를 적시는 걸 알아
기대 말아 don’t pray
I’m too stonеd like a body from Pompeii
따버렸어 환갑 지난 Dom Peri
Tryna play that gamе then better be on table
모두 한 번쯤은 받아 똥패, 손 떼
Don’t place no bet, all them
선택 in your hands
Patek, it’s the best
Hi-Tech in a stack
걔 하체 them shits on clap
Nah, she all natural that don‘t train
All these dollar signs and ’em guala’s mine
Never let them be on my tail
In the trap, we all trapped
아냐 서로 미워할 때가",116.991,0.839,0.791,-2.887,0.349
Trouble Child (Full Ver.) (Full Version),SUPERBEE,4hru8jF2LrRpPaLri7fOAz,"Ay, ay
나도 한때는 고등래퍼였지, 공부와는 멀었어 거리, ay
그땐 도서관에서 비트박슬 연습하다 쫓겨났었지, damn
잠꼬대도 나는 랩으로 해, 자고 일어나면 앨범이 돼
난 마이크가 없어서 PC방 가서
헤드셋에 내 노래를 녹음했어, 친구들 날 놀려댔어
교장선생님 훈화말씀때도 못참고 랩을 뱉어댔어
모두 날 꼴통이랬어, but 현재 난 rich as fuck
일진들 내가 혼냈어, gangster rap을 통해서, yeah, yeah

나는 네 여자를 뺏어, 그것도 네 집 앞에서
너 그렇게 살다간 큰일 날 거라고 말했어 어른들께서
지랄하네, suck my dick (dick)
Now I'm gettin fuckin rich (rich)
I got diamonds on my wrist (bling)
여자들은 말하지, ""멋있어 Uneducated Kid!""
학교를 안 가도 취직을 했어 (hey)
공부 대신에 잔머리를 썼어 (hey)
결국에 내가 너보다 돈 벌어
결국에 내가 세상을 다 바꿔
Uneducated, SUPERBEE
우리는 새로운 서태지
Uneducated, SUPERBEE
래퍼들 우리를 겁내지

내 Flow는 Tsunami
Yng & Rich we got it check, check, check
Trap부터 Ratchet 또 Backpack
병신들 get back, I get 100 hunnid
매입해 강남에 건물 100채
랩에서는 심하게 내 돈을 자랑하고 좋은 일에 써버리네
내가 미래, 미래, 미래, 나는 니네 머리 위에
난 영리해서 영리해
실행하고 진행, 니네가 어찌 천재를 이해
더 떠버려 Air balloon보다 높히, uh
Gucci 옷이 내 outfit, 현찰을 pop it, pop pa-ra pop it
날 소개하지, 난 니 여친 전 남친, uh
은행원이 날 보고 떠네, 돈을 다 인출해 버렸더니
빵원도 안 남아 여기 ATM, 동네 주민들이 나를 욕해
""아니 수퍼비 이 시발 새끼가 돈을 다 뽑아갔다니깐""

I don’t study anymore, feelin like I'm animal
차에 타, 여자애들 다 여섯 명 데리고
Live fast die slow, 내 인생 내 맘대로
살 거니까 꼰대 새끼들은 전부 꺼지고
나는 돈 벌어 무인도에서도
난 필요하면 사람 먹어 식인종
돈만 보면 침을 흘려 코모도
도마뱀인 줄 알았대 나보고, yeah
Fuck my school and fuck my teachers too
니네가 쓸데없는 지식 공부할 때 우린 몸으로 느끼는 중
시간은 금 (시간은 금)
우린 결국 (우린 결국)
시간을 조금이나마 아껴보려
상대성 이론 연구하는 중 (Einstein)",97.691,0.322,0.605,-13.261,0.597
Uck (Prod. by CHANGMO),SUPERBEE,7x7SVFDFIjZj4QBrC3VgiA,"Yeah, 내 손목엔 오데마 시계, 약속 안 늦어 다신
사랑보다도 돈이 절실했던 거야, 그때 나 실은
나 이제 벌었어 사임, 잘할 자신 있어 다시 널 본다면
다 이뤘지만 허전함은, yeah, ay, yeah
근데 이젠 너를 못 부를듯하네, babe
기념일 대신에 돈을 세 이젠, 영혼 버린 듯 일만을 매일 해
무료로 들어가 많은 클럽, 눈이 커다래져 나를 봄
잘생겼다며 거짓말해, 너도 그 말은 한 번도 안 했는데
그래서 난 그런 말 안 믿어, 그대가 안 했으니까
그렇담 그런 거지 뭐, 그리 나 너를 못 지워
500 넘어 내 목걸이는, 월에 못 벌어두 천이구
허나 내 머릿속 서리는 한 그림은 3평 월세 안 껴안은 둘

(Ay, bee!), ouu, yeah, i'm addicted to the cash, ouu
Yeah, i'm addicted to the cash, ouu
연애는 uneducated, 버는 건 천재, 미안해 baby, ouu
매드홀릭, 아레나, 버닝선, 페이스
매드홀릭, 아레나, 버닝선, 페이스
불토에 pull up, pull up 해도 너 같은 앤 no one, 돌아와 baby, ouu
Gucci bag, Louis bag, Fendi bag, Chanel bag, Birkin bag
다 줄게, i'm moneybagg
멋진 벼락부자 얘도 너가 없어 그지 같애 꼴
매일 밤 돈을 세다 잠에 들지만 꿈에 너가 나타나 잠 깨, uh
눈물이 흘러 매일, yeah, 마치 내 목에 icey (ice)
드디어 내 벌이는 억이야, 우리 매일 가던 롯데리아
단품 말고 살 수 있어 세트 100개
근데 너가 없이 무슨 소용이야, ya, ya, ya
(무슨 소용이야, uh, huck, uh, uh, uh, uh, 억)",0,0.251,0,6.106,0
"U (feat. Oxynova, Royal 44)",SUPERBEE,162GeV7HFg7uWs3TK29VYo,"내 앨범 제목이 love 그리고 rap and life
된 건 because of you 우주를 도는 satellite
처럼 I tripped 질리지도 않아 day and night
Think of her, 매일 나 아직까지도 damn, why?
그냥 나 혼자 살래 I don't love, that's fucked
차라리 쿨했어 돈만 밝혔던 내가
친구 몇도 I kicked them
클럽 꽁테이블 혹은 대출 they wishin’

Uh 누가 묻네, 무슨 기분이야 돈 있음
궁금해서 [?] 피워볼까 걍 고민중
갑자기 그게 무슨 말이냐 해
최고의 답변이었는데 they’re missin'
Oxy는 현실이랑 멀수록 가진 꿈이 의미가 있대
이제 그 꿈 난 없지만 좋았던 기억은 언제나
Yeah, the one for me is just always gon’ be you

하루 종일 너 생각만 돼, 이건 병이야
돌고 돌고 돌고 돌아 결국 또 제자리야
어딜 가든 대접받잖아 이제 이게 내 자리야
근데 만약 너가 딴 남자 곁에? 그럼 씨발년이야
널 처음 보자마자 네게 fallin'
When I'm with you, I don't need molly
Baby, I'm just get that money
안 되면 전부 내 탓 해
사랑을 안 믿어 그게 나의 complex
너가 먼저 열어주면 나도 열어줄게",132.945,0.841,0.572,-5.571,0.595
Mirror (feat. JUSTHIS),SUPERBEE,3dm7z08f9vgO4bN3kjCoXJ,"대마초는 안 피지만
피웠으면 내가 제일 비싼 걸 피지 (비싼 걸 피지)
Only I fuck with foreign jewelers
내가 찬 얼음은 fiji (얼음은 fiji)
구린 걸 구리다 말했더니
왕따가 된 느낌이 (왕따 된 느낌이)
기분이 드럽다가도
또 위로를 해줘 내 수입이, 들켜 니 시기
VVS, VVS, diamonds
손목을 감어 honeycomb flower
They gon panic me shine harder
새끼들 모두 다 bitch 음악하고
이쯤에 rapper는 몇이나 남어
I don’t know why I don’t get it
I don’t know why
I don’t know why they keep bitchin’
짜식들 돌려 까는게 재미인데, ah man
이젠 그것도 너무 시시
Goyard buckle을 차곤 LV 매장을 통째로 사
One damn minute (Let’s get it)
심지어 그림자도 못 밟아
내가 있는 곳에 오지못해 니넨 (Bitch)
돈 얘기 없는 가사도 내 기준엔
Hip-hop 아니지, y’all lamest lames
수술대 의사보다 내 이성은 날카로워
On cartier frameless glass, huh
니꺼는 Stainless steel (Steel)
우리집 부엌에 Lock&Lock 냄비처럼 (Ha-ha-ha-ha)
근데 그걸 넌 목에 거니
언니들이 싫어해 y’all ain’t shit (You ain’t shit)
Ooh, Ice on me real
그게 홍대랑 내가 악수를 할 수 없는 일
난 야마를 지키지, 그거 외로워
때론 홀로 game을 지키는 꼬락서니니, ya heard

난 걸쳐 Raf Simons archive
얘네 입어 여자한테나 잘 보이려고
근데 깔 상도 박살
그걸 어케 타 가기는 하냐, huh
수위조절 줘 강아지한테
개 돼지들이 맛 봐, 날 씹고 뜯고 즐기지
But I'm cool with that meme shit
누군 억 목에 감아도 아무도 관심 하나 안 줘
돈 써 푸는데 알바도
간장에 절인 암게 배딱지 갈라서
알에다가 밥 비벼먹는 삼시세끼인
내가 할 소린 배부른 소리 like 트림 (트림)
다들 돈을 위해 죽을 듯 살지만
돈을 위해 죽을 수 있냐고 물으면 아무도
쥐 죽은 듯이 조용해지는 서울특별city
근데 잘 먹고 잘 사는 snitches
그래서 외로운 내가 더 행복
Oh, your whip foreign? my chick foreign
그냥 무지티가 아냐, bitch it's Rick Owens
강 윗 쪽 놈 보러 언니들이 강 밑 쪽서 skirt skirt, whoa
구멍동서라니 아우야, I'm never sour
I'm just smokin' somethin' much louder
난 뱉어 걸고 내 아들과 딸들
물론 방금 걔넨 뱉었지, 얘가 삼킬려다 말구
엄마 걱정 마, it's all lie
친구들한텐 장난까냐, no lie
년들한텐 가서 알려 다른 년들한테
민국이 민순이들한테는
이런 나라도 어차피 사랑해줄 거잖아
네 거울이라, whoa

I’m on a whole another level (Level)
Y&R gang 니 두배로 do better, yeah (Gang)
Yellow Versace robe를 걸치지
난 Tutankhamen king
No.1 내 numero
생각해보면 이 game은 나를
더 negative하게 만들어 이 시발
내 모든 의도가 뻔한 돈 얘기로 바뀔 땐
떠나고 싶었었지 난
Listener들에 큰 실망
고인돌적인 사고력과 감정에 휩싸여
마치 타짜 영화를 보고
김윤석을 길에서 본다면 손가락질 할
연약한 발라드 타입의 bitch
자칭 hip-hop fan, yo none of that shit
넌 이 문화의 암 병폐 sick
What da suck is y’all saying, 떠나길 이 scean
Goddamn, goddamn, goddamn (Goddamn)
나 1TYM 전성기처럼 뜨거 hotdamn (Hotdamn)
내가 rap을 할땐 만지지 말어 다 데여
가격 묻지마 my wrist (No, no)
닌 못 사, 하던대로 지르콘이나 박어
핏이 나 넌 그게 딱 damn (Lol)
Fuck them, 내 모조품들이 경례도 안해줘
난 서운한 상태야 (Ha-ha ha)",127.03,0.916,0.517,-3.831,0.471
Summer!,SUPERBEE,3HiAtpwg9qkgiPHJSdnHHF,"피서지로 가자 Skrrrr 써
Prada Bucket 날씨가 너무 더운데
이런 날은 저
시원한 바다에 퐁 하고
빠지고 파 너랑 동해에
Baby I can make your dreams come true
파노라마 선루프를 열어 이뻐 구름이
모닥불을 피워 Like cast away
옆에 있어 매일 바비큐 파티에 맥주
모든 Stress는 Dead
널 백수로 만들어 버릴래 Babe
Got you all iced out 코끼리만 한 웨딩링
너랑 살 저택을 매입해
선물로 줄 수도 New porsche ah ah

오늘이 월요일이면
사표 쓰고 그냥 Follow me
차를 타고 떠나버리자 이 복잡한 도시를
걱정 마 Baby you know
That I'm yng&rich yeah
모히또에 가서 몰디브를 그냥 Sip 해
말하기만 해봐 Baby 난 너의 지니
모두 가질 수 있어 이 카드는 No limit
머리부터 발끝까지 전부다 Louis V
이젠 더 이상 안 맞춰도 돼
그 새끼들 비위 Yeah
파도 소리에 눈을 뜨면
내가 해물 라면을 끓여줄게
옆에 타기만 해 나 너네 집 앞이야
저 바다가 우릴 기다리니

Uh baby 거짓말이 아냐
난 너랑 가고 싶어 Paradise
나 이제 지쳤어 For one night
돈 걱정은 하지 마 My money's right
내 차는 2인석 다른 여자는 못 앉혀
I just need real love
해변으로 달려 내 차는 뚜껑이 열려
24살인데 이런 놈이 어딨어?
Baby I'm so fly 아아 안 해도 돼 멋진 척
시속 200으로 밟어 I'm a speed racer
Oh 오늘 밤에 우린 찾을 거야 보물섬 Yeah

우린 여길 벗어나
아무도 없는 곳으로 빨리 떠나자
난 꿈을 그려 너와
Okay 이미 준비됐어 난
You can ride with me
Okay baby Lets chill
Don't care about nothing
누가 뭐라 말하던지
Don't kill my vibe
I can feel so great
You can rock with us
Let's meet up
이젠 놀러다녀 매일 (Let's go)",85.005,0.453,0.717,-9.394,0.483
Do You Love Me?,SUPERBEE,3F2uFzI9QZvu32jpV499EM,"I don't know why you here
네가 원하는 건 내가 아닌 크리스챤 디올
다른 여자 만나는 건 내게 너무나 쉬워
근데 굳이 널 만나고 있는 내가 넘 미워
돈만 쫓다보니까 어느새 내 맘은 텅 비어
주변을 돌아보니깐 아무도 없어 나는 외로워
그래서 지붕을 연 다음
엑셀을 밟어 마치 Top gear
거지 새끼들이랑 어울릴 수 없어
Yeah I'm top tear
넌 연기를 참 잘해 Better than 안젤리나 졸리
내 눈엔 전부 보이지만 알면서 속아줬지
이유는 오로지 내 맘을 채우기 위해서
I felt so empty
아마도 우리는 다를 바 없어
I'll forgive you you'll forgive me

난 발망 선글라스를 끼고 울며 걸어 밤거릴
눈물이 흘러 나이아 가라 폭포
넌 날 사랑하는 척 하곤 떠나
알고보니 데뷔를 앞둔 배우였어 기획사 소속
대체 왜 그랬니 알고보니 걔네 집
연기 수업 받기에는 가난했던 Ghetto 집
나 처음으로 돈이 밉다고
생각했었지 (미쳤었지)
저주받았다 생각했어 나의 고통
넌 모를걸 My pain
지금 나를 봐 그냥 폐인
난 원해 Love 넌 원해 Blow up
못 이뤄질 수 밖에
이 이야기는 실화야 지금도 안 믿기지만
그래서 마음 아파
잘 살아",126.603,0.814,0.751,-2.417,0.441
